;country;province;region_1;lat;lon;temp;tempMin;tempMax;humidity;wind;location
15;Germany;Mosel;;31.4399019;-95.350778;24.897142857142885;19.210000000000036;28.960000000000036;67.71428571428571;3.8485714285714283;1
16;Argentina;Other;Cafayate;27.0854542;-109.1412408;27.54428571428574;22.510000000000048;30.120000000000005;52;2.1042857142857145;1
17;Argentina;Mendoza Province;Mendoza;27.0854542;-109.1412408;27.54428571428574;22.510000000000048;30.120000000000005;52;2.1042857142857145;1
18;Spain;Northern Spain;Ribera del Duero;9.4170689;123.3351935;27.758571428571447;27.340000000000032;28.430000000000007;83.71428571428571;2.625714285714286;1
19;US;Virginia;Virginia;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
20;US;Virginia;Virginia;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
21;US;Oregon;Oregon;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
22;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
23;US;California;Paso Robles;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
24;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
25;US;California;Sonoma Coast;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
26;Italy;Sicily & Sardinia;Terre Siciliane;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
27;Italy;Sicily & Sardinia;Terre Siciliane;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
28;Italy;Sicily & Sardinia;Cerasuolo di Vittoria;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
29;US;California;Clarksburg;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
30;France;Beaujolais;Beaujolais-Villages;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
31;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
32;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
33;US;California;Dry Creek Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
34;US;California;Sonoma Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
35;US;Oregon;McMinnville;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
36;Chile;Colchagua Valley;;7.308692;-61.8478915;26.93714285714288;25.930000000000007;27.83000000000004;80.14285714285714;1.9857142857142858;1
37;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
38;Italy;Southern Italy;Puglia;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
39;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
40;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
41;US;Oregon;Willamette Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
42;France;Beaujolais;Beaujolais;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
43;US;California;Paso Robles;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
44;Chile;Maule Valley;;7.308692;-61.8478915;26.93714285714288;25.930000000000007;27.83000000000004;80.14285714285714;1.9857142857142858;1
45;US;Virginia;Virginia;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
46;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
47;US;California;Lake County;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
48;US;Virginia;Monticello;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
49;France;Beaujolais;Brouilly;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
50;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
51;Chile;Colchagua Valley;;7.308692;-61.8478915;26.93714285714288;25.930000000000007;27.83000000000004;80.14285714285714;1.9857142857142858;1
52;Italy;Sicily & Sardinia;Monica di Sardegna;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
53;France;Bordeaux;Bordeaux Blanc;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
54;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
55;US;California;Napa Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
56;US;California;North Coast;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
57;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
58;Chile;Maipo Valley;;7.308692;-61.8478915;26.93714285714288;25.930000000000007;27.83000000000004;80.14285714285714;1.9857142857142858;1
59;US;Washington;Columbia Valley (WA);49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
60;US;California;Napa Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
61;Italy;Central Italy;Romagna;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
62;US;Washington;Columbia Valley (WA);49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
63;France;Champagne;Champagne;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
64;US;California;Santa Ynez Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
65;France;Burgundy;Chablis;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
66;France;Burgundy;Mâcon-Milly Lamartine;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
67;US;Washington;Columbia Valley (WA);49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
68;US;California;California;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
69;France;Champagne;Champagne;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
70;US;Washington;Columbia Valley (WA);49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
71;US;California;Alexander Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
72;Italy;Southern Italy;Aglianico del Vulture;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
73;US;California;Howell Mountain;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
74;US;California;Calistoga;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
75;US;California;Napa Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
76;Germany;Rheinhessen;;31.4399019;-95.350778;24.897142857142885;19.210000000000036;28.960000000000036;67.71428571428571;3.8485714285714283;1
77;Australia;South Australia;South Australia;-31.95260295;152.55512735272188;20.761428571428585;18.24000000000001;22.870000000000005;79.64285714285714;3.0214285714285714;0
78;US;Oregon;Eola-Amity Hills;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
79;Portugal;Tejo;;-1.6292632;-45.2368151;27.428571428571427;27.0;28.0;77.71428571428571;4.03;0
80;Chile;Rapel Valley;;7.308692;-61.8478915;26.93714285714288;25.930000000000007;27.83000000000004;80.14285714285714;1.9857142857142858;1
81;Spain;Galicia;Rías Baixas;9.4170689;123.3351935;27.758571428571447;27.340000000000032;28.430000000000007;83.71428571428571;2.625714285714286;1
82;France;France Other;Vin de France;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
83;Australia;South Australia;McLaren Vale;-31.95260295;152.55512735272188;20.761428571428585;18.24000000000001;22.870000000000005;79.64285714285714;3.0214285714285714;0
84;US;California;Napa Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
85;Germany;Rheinhessen;;31.4399019;-95.350778;24.897142857142885;19.210000000000036;28.960000000000036;67.71428571428571;3.8485714285714283;1
86;US;Washington;Ancient Lakes;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
87;US;California;Knights Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
88;Italy;Tuscany;Vernaccia di San Gimignano;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
89;Italy;Tuscany;Toscana;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
90;US;California;Sonoma County;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
91;US;California;Sonoma Coast;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
92;US;California;Napa Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
93;Austria;Burgenland;;25.22539605;55.16431379427327;33.02285714285717;28.32000000000005;36.43000000000001;49.57142857142857;3.3842857142857143;1
94;US;Washington;Columbia Valley (WA);49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
95;France;Beaujolais;Juliénas;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
96;France;Beaujolais;Régnié;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
97;US;New York;Finger Lakes;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
98;Italy;Tuscany;Morellino di Scansano;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
99;US;California;Napa Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
100;US;New York;Finger Lakes;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
101;US;New York;Finger Lakes;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
102;US;New York;Finger Lakes;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
103;Chile;Leyda Valley;;7.308692;-61.8478915;26.93714285714288;25.930000000000007;27.83000000000004;80.14285714285714;1.9857142857142858;1
104;Italy;Tuscany;Toscana;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
105;Italy;Tuscany;Toscana;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
106;Italy;Tuscany;Toscana;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
107;Italy;Tuscany;Toscana;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
108;US;California;Santa Clara Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
109;Italy;Tuscany;Toscana;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
110;France;Beaujolais;Brouilly;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
111;US;California;Yountville;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
112;Italy;Tuscany;Toscana;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
113;Italy;Tuscany;Toscana;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
114;US;California;Paso Robles;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
115;US;California;Paso Robles;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
116;US;California;Santa Ynez Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
117;US;California;Central Coast;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
118;Italy;Tuscany;Toscana;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
119;France;Alsace;Alsace;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
120;Italy;Piedmont;Barolo;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
121;US;California;Alexander Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
122;US;California;Rockpile;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
123;Australia;South Australia;Padthaway;-31.95260295;152.55512735272188;20.761428571428585;18.24000000000001;22.870000000000005;79.64285714285714;3.0214285714285714;0
124;US;California;Napa Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
125;South Africa;Stellenbosch;;-23.0379481;30.6493787;23.207142857142863;21.49000000000001;24.100000000000023;70.85714285714286;2.962857142857143;0
126;France;Alsace;Alsace;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
127;France;Alsace;Alsace;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
128;France;Alsace;Alsace;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
129;South Africa;Stellenbosch;;-23.0379481;30.6493787;23.207142857142863;21.49000000000001;24.100000000000023;70.85714285714286;2.962857142857143;0
130;Italy;Piedmont;Barolo;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
131;France;Alsace;Alsace;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
132;South Africa;Simonsberg-Stellenbosch;;-23.0379481;30.6493787;23.207142857142863;21.49000000000001;24.100000000000023;70.85714285714286;2.962857142857143;0
133;Italy;Piedmont;Barolo;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
134;US;California;Napa Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
135;Italy;Piedmont;Barolo;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
136;France;Bordeaux;Saint-Émilion;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
137;South Africa;Walker Bay;;-23.0379481;30.6493787;23.207142857142863;21.49000000000001;24.100000000000023;70.85714285714286;2.962857142857143;0
138;France;Alsace;Alsace;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
139;France;Alsace;Alsace;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
140;Italy;Piedmont;Barbera d'Alba;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
141;Italy;Piedmont;Barolo;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
142;US;California;Santa Lucia Highlands;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
143;France;Alsace;Alsace;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
144;US;California;Spring Mountain District;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
145;US;California;Santa Lucia Highlands;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
146;US;California;Santa Ynez Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
147;US;California;Santa Ynez Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
148;Germany;Rheinhessen;;31.4399019;-95.350778;24.897142857142885;19.210000000000036;28.960000000000036;67.71428571428571;3.8485714285714283;1
149;US;California;Monterey;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
150;US;California;Napa Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
151;Portugal;Alentejano;;-1.6292632;-45.2368151;27.428571428571427;27.0;28.0;77.71428571428571;4.03;0
152;US;California;Carmel Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
153;US;California;Paso Robles;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
154;Spain;Central Spain;Dominio de Valdepusa;9.4170689;123.3351935;27.758571428571447;27.340000000000032;28.430000000000007;83.71428571428571;2.625714285714286;1
155;US;California;Santa Cruz Mountains;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
156;Germany;Mosel;;31.4399019;-95.350778;24.897142857142885;19.210000000000036;28.960000000000036;67.71428571428571;3.8485714285714283;1
157;Portugal;Alentejano;;-1.6292632;-45.2368151;27.428571428571427;27.0;28.0;77.71428571428571;4.03;0
158;Italy;Tuscany;Chianti Classico;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
159;Italy;Tuscany;Brunello di Montalcino;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
160;France;Southwest France;Cahors;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
161;US;California;Paso Robles;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
162;US;California;Edna Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
163;France;Beaujolais;Moulin-à-Vent;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
164;Chile;Aconcagua Valley;;7.308692;-61.8478915;26.93714285714288;25.930000000000007;27.83000000000004;80.14285714285714;1.9857142857142858;1
165;Chile;Maipo Valley;;7.308692;-61.8478915;26.93714285714288;25.930000000000007;27.83000000000004;80.14285714285714;1.9857142857142858;1
166;France;Southwest France;Madiran;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
167;US;California;Paso Robles;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
168;US;California;Napa Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
169;US;California;Russian River Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
170;Germany;Mosel;;31.4399019;-95.350778;24.897142857142885;19.210000000000036;28.960000000000036;67.71428571428571;3.8485714285714283;1
171;Germany;Mosel;;31.4399019;-95.350778;24.897142857142885;19.210000000000036;28.960000000000036;67.71428571428571;3.8485714285714283;1
172;Chile;Loncomilla Valley;;7.308692;-61.8478915;26.93714285714288;25.930000000000007;27.83000000000004;80.14285714285714;1.9857142857142858;1
173;US;Oregon;Willamette Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
174;New Zealand;Marlborough;;46.4099904;-62.313043;12.035714285714294;2.160000000000025;19.0;85.14285714285714;4.01;1
175;Italy;Northeastern Italy;Alto Adige;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
176;Chile;Maipo Valley;;7.308692;-61.8478915;26.93714285714288;25.930000000000007;27.83000000000004;80.14285714285714;1.9857142857142858;1
177;Italy;Tuscany;Chianti Classico;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
178;US;California;Sonoma Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
179;France;Burgundy;Chablis;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
180;US;California;Santa Lucia Highlands;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
181;US;California;Arroyo Seco;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
182;Italy;Tuscany;Brunello di Montalcino;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
183;Argentina;Other;Salta;27.0854542;-109.1412408;27.54428571428574;22.510000000000048;30.120000000000005;52;2.1042857142857145;1
184;US;California;Sonoma Coast;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
185;Chile;Colchagua Valley;;7.308692;-61.8478915;26.93714285714288;25.930000000000007;27.83000000000004;80.14285714285714;1.9857142857142858;1
186;US;California;Anderson Valley;49.1009451;1.9672466;15.975714285714316;10.900000000000034;20.400000000000034;70.71428571428571;2.968571428571429;1
187;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
188;Chile;Colchagua Valley;;7.308692;-61.8478915;26.93714285714288;25.930000000000007;27.83000000000004;80.14285714285714;1.9857142857142858;1
189;Chile;Casablanca Valley;;7.308692;-61.8478915;26.93714285714288;25.930000000000007;27.83000000000004;80.14285714285714;1.9857142857142858;1
190;Italy;Southern Italy;Campania;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
191;Australia;South Australia;Padthaway;-31.95260295;152.55512735272188;20.761428571428585;18.24000000000001;22.870000000000005;79.64285714285714;3.0214285714285714;0
192;Italy;Veneto;Rosso del Veronese;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
193;France;Burgundy;St.-Romain;46.2337295;5.3538775;17.095714285714298;11.53000000000003;22.0;63.285714285714285;2.6885714285714286;1
194;Italy;Tuscany;Chianti Classico;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
195;Italy;Tuscany;Vino Nobile di Montepulciano;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
196;Italy;Tuscany;Vernaccia di San Gimignano;32.1840381;-96.8847194;25.01428571428574;18.900000000000034;29.58000000000004;62.57142857142857;3.547142857142857;1
