,index,country,province,region_1,year,lat,lon,location
96,181,US,California,Arroyo Seco,2006,38.628683,-92.5659635,1
97,184,US,California,Sonoma Coast,2007,38.628683,-92.5659635,1
98,186,US,California,Anderson Valley,2006,38.628683,-92.5659635,1
99,187,Italy,Sicily & Sardinia,Sicilia,2003,40.0473963,8.2869829,1
100,192,Italy,Veneto,Rosso del Veronese,2003,45.3045125,11.446266,1
101,199,US,California,Nevada County,2014,38.628683,-92.5659635,1
102,203,Portugal,Alentejo,,2012,38.0551003,-7.8605799,1
103,204,US,California,Paso Robles,2014,38.628683,-92.5659635,1
104,205,US,California,Arroyo Seco,2015,38.628683,-92.5659635,1
105,207,US,California,Dry Creek Valley,2014,38.628683,-92.5659635,1
106,215,Israel,Galilee,,2014,32.6032121,35.4447957,1
107,218,US,California,Napa Valley,2015,38.628683,-92.5659635,1
108,219,Hungary,Tokaj,,2015,48.1235534,21.4113895,1
109,220,US,California,Sonoma Coast,2014,38.628683,-92.5659635,1
110,225,South Africa,Stellenbosch,,2013,-33.934444,18.869167,0
111,226,South Africa,Stellenbosch,,2014,-33.934444,18.869167,0
112,227,US,New York,Finger Lakes,2006,40.7127281,-74.0060152,1
113,228,US,New York,Cayuga Lake,2006,40.7127281,-74.0060152,1
114,229,US,California,Napa Valley,2005,38.628683,-92.5659635,1
115,232,Australia,South Australia,South Australia,2006,-34.7411213,138.6564373,0
116,233,US,Oregon,Willamette Valley,2006,45.4206749,-122.670649,1
117,235,US,California,Santa Barbara County,2006,38.628683,-92.5659635,1
118,236,US,California,Diamond Mountain District,2004,38.628683,-92.5659635,1
119,238,Australia,South Australia,McLaren Vale,2006,-34.7411213,138.6564373,0
120,239,US,California,Mendocino,2005,38.628683,-92.5659635,1
121,242,US,California,Russian River Valley,2007,38.628683,-92.5659635,1
122,243,US,New York,Finger Lakes,2002,40.7127281,-74.0060152,1
123,246,Australia,South Australia,Adelaide Hills,2006,-34.7411213,138.6564373,0
124,247,US,California,Sonoma Mountain,2004,38.628683,-92.5659635,1
125,249,US,Virginia,Monticello,2007,47.52326,-92.536571,1
126,250,US,California,Alexander Valley,2005,38.628683,-92.5659635,1
127,252,US,California,Amador County,2006,38.628683,-92.5659635,1
128,254,US,California,St. Helena,2008,38.628683,-92.5659635,1
129,255,US,California,Cole Ranch,2009,38.628683,-92.5659635,1
130,258,South Africa,Stellenbosch,,2007,-33.934444,18.869167,0
131,262,US,California,Napa Valley,2008,38.628683,-92.5659635,1
132,263,US,California,Santa Maria Valley,2009,38.628683,-92.5659635,1
133,265,South Africa,Stellenbosch,,2009,-33.934444,18.869167,0
134,268,Italy,Veneto,Veneto,2005,45.3045125,11.446266,1
135,271,Greece,Santorini,,2010,36.4622122,25.3757257,1
136,276,US,California,Sonoma County,2009,38.628683,-92.5659635,1
137,280,Austria,Kremstal,,2012,47.9263917,14.0780469,1
138,281,US,California,Santa Maria Valley,2011,38.628683,-92.5659635,1
139,283,US,Oregon,Dundee Hills,2011,45.4206749,-122.670649,1
140,285,Austria,Kremstal,,2011,47.9263917,14.0780469,1
141,286,US,California,Arroyo Grande Valley,2011,38.628683,-92.5659635,1
142,287,Spain,Catalonia,Montsant,2010,41.9748222,3.2089753,1
143,293,Australia,South Australia,Barossa Valley,2009,-34.7411213,138.6564373,0
144,295,US,California,Paso Robles,2008,38.628683,-92.5659635,1
145,301,US,Washington,Columbia Valley (WA),2009,38.8950368,-77.0365427,1
146,305,US,California,Mendocino County,2007,38.628683,-92.5659635,1
147,306,Romania,Recas,,2009,45.8017074,21.5092923,1
148,316,France,Bordeaux,Bordeaux Blanc,2008,44.841225,-0.5800364,1
149,319,Italy,Veneto,Veneto,2007,45.3045125,11.446266,1
150,320,Italy,Veneto,Prosecco di Valdobbiadene,2008,45.3045125,11.446266,1
151,321,Italy,Veneto,Prosecco di Valdobbiadene,2007,45.3045125,11.446266,1
152,324,Italy,Veneto,Prosecco di Conegliano,2007,45.3045125,11.446266,1
153,325,US,New York,Finger Lakes,2007,40.7127281,-74.0060152,1
154,328,US,California,Knights Valley,2007,38.628683,-92.5659635,1
155,329,US,California,Mendocino,2006,38.628683,-92.5659635,1
156,330,US,California,Central Coast,2006,38.628683,-92.5659635,1
157,338,France,Provence,Coteaux Varois en Provence,2015,46.0974492,4.5808081,1
158,340,France,Alsace,Alsace,2015,48.684872850000005,2.17560777527428,1
159,341,US,California,Dry Creek Valley,2013,38.628683,-92.5659635,1
160,347,Germany,Rheingau,,2014,50.0442658,8.1915377,1
161,349,Australia,South Australia,Barossa,2012,-34.7411213,138.6564373,0
162,351,Hungary,Tokaji,,2005,48.1658637,21.381382426012586,1
163,356,Australia,Victoria,Heathcote,2013,-21.2309116,148.9741517,0
164,358,Germany,Rheingau,,2011,50.0442658,8.1915377,1
165,360,Australia,South Australia,Barossa Valley,2012,-34.7411213,138.6564373,0
166,362,US,California,Diamond Mountain District,2012,38.628683,-92.5659635,1
167,364,US,Oregon,Dundee Hills,2014,45.4206749,-122.670649,1
168,365,Australia,South Australia,Clare Valley,2013,-34.7411213,138.6564373,0
169,370,US,California,Sonoma Valley,1991,38.628683,-92.5659635,1
170,372,Italy,Veneto,Soave,2002,45.3045125,11.446266,1
171,374,US,California,Mendocino County,2001,38.628683,-92.5659635,1
172,377,Greece,Naoussa,,2001,40.6308695,22.0704126,1
173,378,Mexico,Valle de Guadalupe,,1996,21.0113273,-102.6147189,1
174,381,Italy,Veneto,Bianco di Custoza,2000,45.3045125,11.446266,1
175,383,Italy,Veneto,Valdadige,2001,45.3045125,11.446266,1
176,385,US,California,Rutherford,2001,38.628683,-92.5659635,1
177,386,US,California,Russian River Valley,2000,38.628683,-92.5659635,1
178,387,US,California,Alexander Valley,2000,38.628683,-92.5659635,1
179,388,US,California,Edna Valley,1999,38.628683,-92.5659635,1
180,392,US,California,Santa Ynez Valley,2000,38.628683,-92.5659635,1
181,396,US,California,California,2007,38.628683,-92.5659635,1
182,403,US,California,California,2005,38.628683,-92.5659635,1
183,404,US,California,Santa Barbara County,2005,38.628683,-92.5659635,1
184,408,Italy,Veneto,Prosecco di Conegliano e Valdobbiadene,2008,45.3045125,11.446266,1
185,411,US,California,California,2006,38.628683,-92.5659635,1
186,418,Austria,Burgenland,,2007,47.1863428,16.164464,1
187,422,US,Washington,Walla Walla Valley (WA),2015,38.8950368,-77.0365427,1
188,423,Austria,Weinviertel,,2015,48.4653367,16.28614802566092,1
189,425,US,New York,New York,2015,40.7127281,-74.0060152,1
190,427,US,New York,North Fork of Long Island,2010,40.7127281,-74.0060152,1
191,428,Austria,Kremstal,,2015,47.9263917,14.0780469,1
192,429,US,Washington,Wahluke Slope,2013,38.8950368,-77.0365427,1
193,430,US,California,Santa Ynez Valley,2014,38.628683,-92.5659635,1
194,431,US,California,Templeton Gap District,2015,38.628683,-92.5659635,1
195,432,US,Washington,Snipes Mountain,2014,38.8950368,-77.0365427,1
196,433,US,California,Santa Barbara County,2014,38.628683,-92.5659635,1
197,440,US,Washington,Walla Walla Valley (WA),2013,38.8950368,-77.0365427,1
198,441,Austria,Niederösterreich,,2015,48.61913255,15.129198013546404,1
199,442,US,New York,Long Island,2013,40.7127281,-74.0060152,1
200,443,US,California,Sonoma Valley,2012,38.628683,-92.5659635,1
201,444,Austria,Wagram,,2015,48.2432231,14.2311332,1
202,445,Italy,Sicily & Sardinia,Etna,2015,40.0473963,8.2869829,1
203,454,Canada,Ontario,Niagara-On-The-Lake,2012,47.26468685,-53.92039475377365,1
204,455,US,California,Carneros,2011,38.628683,-92.5659635,1
205,460,US,Oregon,Ribbon Ridge,2011,45.4206749,-122.670649,1
206,461,US,Oregon,Dundee Hills,2012,45.4206749,-122.670649,1
207,463,France,Champagne,Champagne,2007,45.831944,-0.906667,1
208,464,Germany,Rheinhessen,,2011,49.9045181,8.2711082,1
209,465,Italy,Veneto,Amarone della Valpolicella,2008,45.3045125,11.446266,1
210,467,US,Oregon,Willamette Valley,2010,45.4206749,-122.670649,1
211,468,Germany,Mosel,,2011,50.7810263,12.4780171,1
212,470,France,Champagne,Champagne,2003,45.831944,-0.906667,1
213,473,Portugal,Alentejano,,2010,38.6976558,-9.35351,1
214,474,France,Champagne,Champagne,2004,45.831944,-0.906667,1
215,476,US,California,Napa Valley,2009,38.628683,-92.5659635,1
216,478,France,Champagne,Champagne,2005,45.831944,-0.906667,1
217,479,Italy,Sicily & Sardinia,Cannonau di Sardegna,2006,40.0473963,8.2869829,1
218,480,US,Washington,Red Mountain,2009,38.8950368,-77.0365427,1
219,481,Italy,Sicily & Sardinia,Isola dei Nuraghi,2008,40.0473963,8.2869829,1
220,482,US,California,Sta. Rita Hills,2010,38.628683,-92.5659635,1
221,483,South Africa,Stellenbosch,,2011,-33.934444,18.869167,0
222,486,US,California,Sonoma County,2010,38.628683,-92.5659635,1
223,492,US,Washington,Walla Walla Valley (WA),2008,38.8950368,-77.0365427,1
224,494,US,New York,Finger Lakes,2011,40.7127281,-74.0060152,1
225,495,US,California,El Dorado,2010,38.628683,-92.5659635,1
226,497,US,California,Suisun Valley,2009,38.628683,-92.5659635,1
227,498,US,California,Carneros,2010,38.628683,-92.5659635,1
228,499,France,Provence,Côtes de Provence,2011,46.0974492,4.5808081,1
229,501,US,California,Lodi,2010,38.628683,-92.5659635,1
230,503,US,California,Russian River Valley,2011,38.628683,-92.5659635,1
231,507,US,Washington,Wahluke Slope,2009,38.8950368,-77.0365427,1
232,508,US,Washington,Yakima Valley,2009,38.8950368,-77.0365427,1
233,510,US,California,Monterey County,2014,38.628683,-92.5659635,1
234,511,France,Champagne,Champagne,2010,45.831944,-0.906667,1
235,513,US,California,Chiles Valley,2013,38.628683,-92.5659635,1
236,519,US,California,Calaveras County,2014,38.628683,-92.5659635,1
237,520,US,California,Edna Valley,2013,38.628683,-92.5659635,1
238,523,US,Oregon,Chehalem Mountains,2015,45.4206749,-122.670649,1
239,524,US,Washington,Horse Heaven Hills,2014,38.8950368,-77.0365427,1
240,525,US,California,Arroyo Grande Valley,2015,38.628683,-92.5659635,1
241,531,US,Oregon,Oregon,2011,45.4206749,-122.670649,1
242,532,US,Oregon,Willamette Valley,2015,45.4206749,-122.670649,1
243,535,Germany,Mosel,,2015,50.7810263,12.4780171,1
244,538,US,Oregon,Umpqua Valley,2014,45.4206749,-122.670649,1
245,540,US,California,Santa Maria Valley,2012,38.628683,-92.5659635,1
246,544,US,California,Templeton Gap District,2013,38.628683,-92.5659635,1
247,547,US,California,Ballard Canyon,2011,38.628683,-92.5659635,1
248,548,US,California,Green Valley,2013,38.628683,-92.5659635,1
249,550,US,California,Carneros,2014,38.628683,-92.5659635,1
250,551,US,California,Sonoma Valley,2013,38.628683,-92.5659635,1
251,552,France,Provence,Coteaux d'Aix-en-Provence,2015,46.0974492,4.5808081,1
252,554,France,Provence,Côtes de Provence Sainte-Victoire,2015,46.0974492,4.5808081,1
253,555,US,Washington,Horse Heaven Hills,2013,38.8950368,-77.0365427,1
254,557,US,California,Santa Maria Valley,2013,38.628683,-92.5659635,1
255,558,US,California,Sierra Foothills,2014,38.628683,-92.5659635,1
256,559,US,California,Russian River Valley,2013,38.628683,-92.5659635,1
257,563,US,California,Sta. Rita Hills,2012,38.628683,-92.5659635,1
258,565,US,California,Central Coast,2011,38.628683,-92.5659635,1
259,568,US,California,Howell Mountain,2012,38.628683,-92.5659635,1
260,570,US,Washington,Yakima Valley,2015,38.8950368,-77.0365427,1
261,571,US,California,Yolo County,2015,38.628683,-92.5659635,1
262,576,France,Bordeaux,Saint-Émilion,2014,44.841225,-0.5800364,1
263,577,US,New York,Finger Lakes,2016,40.7127281,-74.0060152,1
264,578,France,Bordeaux,Bordeaux,2015,44.841225,-0.5800364,1
265,579,US,California,California,2016,38.628683,-92.5659635,1
266,580,US,Washington,Washington,2016,38.8950368,-77.0365427,1
267,581,US,Washington,Columbia Gorge (WA),2016,38.8950368,-77.0365427,1
268,583,US,California,Santa Cruz Mountains,2014,38.628683,-92.5659635,1
269,585,US,Washington,Yakima Valley,2016,38.8950368,-77.0365427,1
270,586,Austria,Steiermark,,2016,46.7267476,15.6282242,1
271,587,Austria,Südsteiermark,,2016,46.774124,15.667152141167598,1
272,590,US,California,Paso Robles,2016,38.628683,-92.5659635,1
273,591,Austria,Niederösterreich,,2016,48.61913255,15.129198013546404,1
274,592,US,Washington,Walla Walla Valley (WA),2014,38.8950368,-77.0365427,1
275,596,Greece,Crete,,2015,35.3084952,24.46334231842296,1
276,597,Austria,Kremstal,,2016,47.9263917,14.0780469,1
277,599,US,California,Alexander Valley,2010,38.628683,-92.5659635,1
278,601,Mexico,Valle de Guadalupe,,2012,21.0113273,-102.6147189,1
279,602,US,California,Oak Knoll District,2010,38.628683,-92.5659635,1
280,606,US,Oregon,Rogue Valley,2011,45.4206749,-122.670649,1
281,608,Portugal,Douro,,2012,39.8862651,-8.2687312,1
282,609,US,Oregon,Chehalem Mountains,2012,45.4206749,-122.670649,1
283,610,US,California,Northern Sonoma,2012,38.628683,-92.5659635,1
284,612,US,California,Paso Robles,2010,38.628683,-92.5659635,1
285,617,Italy,Veneto,Conegliano Valdobbiadene Prosecco Superiore,2012,45.3045125,11.446266,1
286,618,US,California,Calistoga,2009,38.628683,-92.5659635,1
287,621,US,California,Edna Valley,2010,38.628683,-92.5659635,1
288,624,US,Idaho,Idaho,2010,40.6536764,-79.3469844,1
289,626,Italy,Veneto,Gambellara Classico,2008,45.3045125,11.446266,1
290,628,Australia,South Australia,McLaren Vale,2012,-34.7411213,138.6564373,0
291,631,France,Alsace,Alsace,2011,48.684872850000005,2.17560777527428,1
292,632,France,Alsace,Alsace,2013,48.684872850000005,2.17560777527428,1
293,633,Australia,Victoria,Yarra Valley,2013,-21.2309116,148.9741517,0
294,636,Australia,South Australia,Barossa Valley,2010,-34.7411213,138.6564373,0
295,637,France,Alsace,Alsace,2014,48.684872850000005,2.17560777527428,1
296,638,France,Alsace,Alsace,2010,48.684872850000005,2.17560777527428,1
297,640,US,California,Santa Maria Valley,2014,38.628683,-92.5659635,1
298,643,US,California,Sonoma Coast,2012,38.628683,-92.5659635,1
299,646,Portugal,Tejo,,2013,39.4092271,-8.205826724185737,1
300,647,Portugal,Douro,,2013,39.8862651,-8.2687312,1
301,653,US,California,Arroyo Seco,2013,38.628683,-92.5659635,1
302,655,US,California,Mokelumne River,2013,38.628683,-92.5659635,1
303,656,US,Oregon,Dundee Hills,2013,45.4206749,-122.670649,1
304,658,US,California,Los Carneros,2013,38.628683,-92.5659635,1
305,659,US,Washington,Walla Walla Valley (WA),2012,38.8950368,-77.0365427,1
306,660,US,California,Mount Veeder,2012,38.628683,-92.5659635,1
307,661,US,California,Mendocino,2013,38.628683,-92.5659635,1
308,663,US,California,Rockpile,2012,38.628683,-92.5659635,1
309,667,Spain,Levante,Valencia,2012,37.89502725,-4.760875040624836,1
310,668,US,New York,North Fork of Long Island,2014,40.7127281,-74.0060152,1
311,672,US,New York,Long Island,2014,40.7127281,-74.0060152,1
312,673,US,California,Anderson Valley,2013,38.628683,-92.5659635,1
313,674,US,California,Carneros,2012,38.628683,-92.5659635,1
314,675,US,California,Carneros,2013,38.628683,-92.5659635,1
315,676,US,Washington,Yakima Valley,2012,38.8950368,-77.0365427,1
316,679,US,Washington,Columbia Valley (WA),2012,38.8950368,-77.0365427,1
317,681,US,Washington,Columbia Valley (WA),2011,38.8950368,-77.0365427,1
318,684,US,Washington,Horse Heaven Hills,2012,38.8950368,-77.0365427,1
319,687,US,California,Santa Cruz Mountains,2012,38.628683,-92.5659635,1
320,689,US,California,Santa Barbara County,2012,38.628683,-92.5659635,1
321,690,Austria,Burgenland,,2013,47.1863428,16.164464,1
322,691,US,California,Livermore Valley,2012,38.628683,-92.5659635,1
323,693,US,California,Sonoma County,2012,38.628683,-92.5659635,1
324,697,Austria,Wagram,,2014,48.2432231,14.2311332,1
325,701,France,Provence,Côtes de Provence,2013,46.0974492,4.5808081,1
326,702,France,Provence,Côtes de Provence,2014,46.0974492,4.5808081,1
327,704,France,Provence,Coteaux d'Aix-en-Provence,2014,46.0974492,4.5808081,1
328,705,New Zealand,Marlborough,,2014,-36.7846223,174.723989,0
329,709,US,California,Dry Creek Valley,2012,38.628683,-92.5659635,1
330,710,New Zealand,Martinborough,,2013,-41.2183252,175.4594856,0
331,718,Portugal,Lisboa,,2015,38.7077507,-9.1365919,1
332,720,Portugal,Alentejano,,2015,38.6976558,-9.35351,1
333,724,US,Texas,Texas,2015,40.3606638,-74.3693157,1
334,727,US,Oregon,Oregon,2014,45.4206749,-122.670649,1
335,730,US,California,California,2013,38.628683,-92.5659635,1
336,740,US,Texas,Texas,2014,40.3606638,-74.3693157,1
337,745,Portugal,Alentejo,,2015,38.0551003,-7.8605799,1
338,748,US,New York,Finger Lakes,2008,40.7127281,-74.0060152,1
339,749,France,Alsace,Alsace,2009,48.684872850000005,2.17560777527428,1
340,750,US,California,Sonoma Coast,2008,38.628683,-92.5659635,1
341,753,US,California,Edna Valley,2008,38.628683,-92.5659635,1
342,755,US,California,Anderson Valley,2009,38.628683,-92.5659635,1
343,759,US,California,Temecula Valley,2006,38.628683,-92.5659635,1
344,760,US,California,Dry Creek Valley,2008,38.628683,-92.5659635,1
345,764,US,California,North Coast,2007,38.628683,-92.5659635,1
346,766,Australia,Tasmania,Tasmania,2008,-31.95321805,152.55553581840277,0
347,771,US,California,Green Valley,2007,38.628683,-92.5659635,1
348,773,Portugal,Alentejo,,2005,38.0551003,-7.8605799,1
349,778,US,Oregon,Dundee Hills,2010,45.4206749,-122.670649,1
350,779,France,Champagne,Champagne,2002,45.831944,-0.906667,1
351,782,US,California,Arroyo Grande Valley,2008,38.628683,-92.5659635,1
352,783,US,California,Alexander Valley,2009,38.628683,-92.5659635,1
353,784,Portugal,Douro,,2008,39.8862651,-8.2687312,1
354,787,US,California,Rutherford,2013,38.628683,-92.5659635,1
355,791,US,Oregon,Chehalem Mountains,2013,45.4206749,-122.670649,1
356,792,France,Bordeaux,Médoc,2012,44.841225,-0.5800364,1
357,802,France,Beaujolais,Juliénas,2014,46.1186123,4.6156707,1
358,803,US,Washington,Red Mountain,2013,38.8950368,-77.0365427,1
359,804,US,Washington,Ancient Lakes,2014,38.8950368,-77.0365427,1
360,805,US,Oregon,Oregon,2012,45.4206749,-122.670649,1
361,807,Australia,Victoria,Mornington Peninsula,2013,-21.2309116,148.9741517,0
362,811,Germany,Franken,,2015,50.90197445,12.613723504582538,1
363,812,US,California,Mendocino Ridge,2013,38.628683,-92.5659635,1
364,813,Australia,South Australia,Barossa Valley,2013,-34.7411213,138.6564373,0
365,816,US,New York,Finger Lakes,2013,40.7127281,-74.0060152,1
366,818,France,Beaujolais,Beaujolais-Villages,2013,46.1186123,4.6156707,1
367,824,US,California,California,2010,38.628683,-92.5659635,1
368,831,France,Beaujolais,Moulin-à-Vent,2013,46.1186123,4.6156707,1
369,832,France,Beaujolais,Beaujolais,2013,46.1186123,4.6156707,1
370,838,US,Washington,Walla Walla Valley (WA),2011,38.8950368,-77.0365427,1
371,840,France,Beaujolais,Beaujolais Rosé,2013,46.1186123,4.6156707,1
372,845,Italy,Sicily & Sardinia,Terre Siciliane,2015,40.0473963,8.2869829,1
373,854,US,California,Amador County,2014,38.628683,-92.5659635,1
374,857,US,California,Santa Barbara County,2013,38.628683,-92.5659635,1
375,859,US,California,Spring Mountain District,2012,38.628683,-92.5659635,1
376,860,US,California,Temecula Valley,2009,38.628683,-92.5659635,1
377,864,Germany,Ahr,,2013,50.5032704,7.8671361,1
378,865,Italy,Sicily & Sardinia,Sicilia,2015,40.0473963,8.2869829,1
379,866,Australia,South Australia,McLaren Vale,2014,-34.7411213,138.6564373,0
380,869,US,California,Ballard Canyon,2014,38.628683,-92.5659635,1
381,872,US,Oregon,Oregon,2015,45.4206749,-122.670649,1
382,873,Hungary,Tokaji,,2014,48.1658637,21.381382426012586,1
383,874,Portugal,Douro,,2009,39.8862651,-8.2687312,1
384,875,Portugal,Douro,,2007,39.8862651,-8.2687312,1
385,876,Spain,Catalonia,Priorat,2007,41.9748222,3.2089753,1
386,880,US,California,Los Carneros,2008,38.628683,-92.5659635,1
387,881,Spain,Catalonia,Priorat,2008,41.9748222,3.2089753,1
388,889,US,California,Sta. Rita Hills,2009,38.628683,-92.5659635,1
389,892,US,Washington,Columbia Valley (WA),2008,38.8950368,-77.0365427,1
390,896,US,California,Temecula Valley,2007,38.628683,-92.5659635,1
391,901,Portugal,Douro,,2010,39.8862651,-8.2687312,1
392,902,US,Texas,Texas High Plains,2014,40.3606638,-74.3693157,1
393,903,Germany,Nahe,,2014,53.7942267,10.13793,1
394,906,US,Texas,Texas High Plains,2015,40.3606638,-74.3693157,1
395,921,Portugal,Tejo,,2015,39.4092271,-8.205826724185737,1
396,924,Australia,South Australia,Adelaide Hills,2014,-34.7411213,138.6564373,0
397,925,US,California,Shenandoah Valley (CA),2013,38.628683,-92.5659635,1
