"variety";"acid";"aftertast";"ag";"alcohol";"appl";"apricot";"aroma";"attract";"bake";"balanc";"barrel";"base";"berri";"berri_fruit";"big";"bit";"bitter";"black";"black_cherri";"black_currant";"black_fruit";"black_plum";"blackberri";"blend";"blueberri";"bodi";"bordeaux";"bottl";"bright";"bring";"cabernet";"cabernet_franc";"cabernet_sauvignon";"candi";"carri";"cassi";"cedar";"charact";"chardonnai";"cherri";"cherri_flavor";"chocol";"cinnamon";"citru";"clean";"coffe";"cola";"color";"come";"complex";"concentr";"cranberri";"creami";"crisp";"crisp_acid";"crush";"currant";"cut";"dark";"delici";"deliv";"dens";"domin";"dri";"drink";"dry";"earth";"earthi";"easi";"edg";"eleg";"end";"estat";"exot";"feel";"fine";"finish";"firm";"flavor";"flavor_finish";"floral";"flower";"follow";"franc";"fresh";"fruit";"fruit_flavor";"fruiti";"full";"full_bodi";"gener";"give";"go";"good";"grape";"grapefruit";"great";"green";"green_appl";"herb";"herbal";"hint";"honei";"impress";"integr";"intens";"jammi";"juici";"keep";"layer";"lead";"leather";"leav";"lemon";"licoric";"light";"lime";"linger";"live";"lush";"made";"make";"medium";"melon";"merlot";"miner";"mix";"mouth";"mouthfeel";"nice";"nose";"note";"oak";"oaki";"offer";"oliv";"open";"orang";"pack";"palat";"palat_offer";"peach";"pear";"pepper";"perfum";"petit";"petit_verdot";"pineappl";"pink";"pinot";"plum";"power";"produc";"raspberri";"readi";"readi_drink";"red";"red_berri";"red_fruit";"refresh";"rich";"ripe";"round";"sage";"sauvignon";"savori";"scent";"show";"side";"skin";"slightli";"smoke";"smoki";"smooth";"soft";"solid";"sour";"spice";"spici";"stone";"strawberri";"strong";"structur";"style";"sugar";"suggest";"sweet";"syrah";"tangi";"tannic";"tannin";"tart";"tast";"textur";"thick";"time";"toast";"toasti";"tobacco";"tone";"touch";"tropic";"tropic_fruit";"vanilla";"verdot";"vineyard";"vintag";"violet";"white";"white_flower";"wild";"wood";"year";"yellow";"young"
"Chardonnay";0.0;0.4535283244636284;0.0;0.0;0.0;0.4335909096014873;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.40108660911385347;0.3114369045855743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16349212458773382;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08457700792906679;0.0;0.0;0.0;0.0;0.0;0.0;0.09358921265549064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.254291500544929;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2018497851951541;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2715620748612921;0.0;0.0;0.22000321061276143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.279733456094086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"White Blend";0.0;0.0;0.0;0.0;0.0;0.35686266174773723;0.12129241014143219;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25632502959767517;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3926800222814807;0.0;0.0;0.0;0.0;0.0;0.2757331002258441;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07702766547806528;0.0;0.24510943685447423;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3426482882819418;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33011032231117843;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33011032231117843;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16613044697859738;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36475143136424093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Sauvignon Blanc";0.1534808314780158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30894019346035984;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3303993954208052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42058710605508715;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14532044865837734;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26425442843237074;0.09813944224094859;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41325421482215985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4873794511239063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29333386378901105;0.0;0.0;0.0;0.0;0.0;0.0
"Malbec";0.0;0.0;0.0;0.0;0.0;0.0;0.09449509561809577;0.0;0.23685015758172878;0.0;0.0;0.0;0.17080912784968408;0.0;0.0;0.0;0.2841663492662977;0.12942699756740267;0.0;0.0;0.22993518826253395;0.0;0.0;0.0;0.2908044181981693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3059246346043986;0.0;0.0;0.0;0.0;0.0;0.0;0.20946268974936275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25717855251570887;0.0;0.0;0.0;0.0;0.0;0.1849593730938353;0.0;0.27802045738113007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0888598392552715;0.0;0.054231161003763705;0.0;0.2908044181981693;0.0;0.0;0.0;0.0;0.0600098275407435;0.2333206211325358;0.0;0.16158500919712415;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20443499353214453;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10410121213149064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2841663492662977;0.0;0.0;0.0;0.0;0.0;0.2069107472012539;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Cabernet Sauvignon";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2631734773021294;0.0;0.0;0.0;0.0;0.0;0.0;0.13710206962763452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31569313793324383;0.19799467855684166;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11918849289755372;0.0;0.0;0.0;0.0;0.0;0.3010175259813878;0.0;0.0;0.0;0.0;0.22188390995822313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05744709026455923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24012491705218064;0.0;0.22188390995822313;0.2631734773021294;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2548005290040367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.294115867985914;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31569313793324383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13104108278359344;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31569313793324383;0.0;0.0;0.0;0.0;0.0;0.0;0.26767956576851926;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Syrah";0.0;0.0;0.0;0.0;0.0;0.0;0.09369372451636666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1283293844589588;0.0;0.0;0.0;0.2954930306954648;0.0;0.0;0.0;0.0;0.0;0.26468263175625095;0.0;0.0;0.0;0.0;0.0;0.2817564601720931;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23134193216471077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.053771250518914036;0.0;0.28833823457800556;0.0;0.0;0.0;0.16021467821860924;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25055168022344415;0.0;0.0;0.0;0.0;0.2076863293429562;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17607681543769568;0.27529641529668825;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10321837580531444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3630008517377506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18339081447582653;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3033302231180097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3033302231180097;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Riesling";0.09617707005744548;0.0;0.0;0.0;0.0;0.2849150296622234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24272375604501364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05557602843888014;0.0;0.29801601730067706;0.0;0.0;0.0;0.0;0.0;0.0;0.19569254494113852;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23230400630419323;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27356643797206825;0.0;0.24650163099568254;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24650163099568254;0.0;0.0;0.0;0.0;0.0;0.27905145022485167;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14226823123881754;0.0;0.0;0.0;0.0;0.0;0.25896119526938155;0.0;0.10668279673267726;0.0;0.21735537649832992;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3054109569507869;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16123279831464293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3054109569507869;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18381443008990933;0.0;0.0;0.0;0.0;0.0;0.0
"Sangiovese";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1424286135746461;0.2646997684476712;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2476381551869506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25303337550732274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29965259848848147;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05967896358166661;0.0;0.0;0.0;0.3279581123245019;0.0;0.0;0.06603812726962599;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26894530132830746;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1424286135746461;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3366563575141512;0.0;0.0;0.0;0.0;0.3279581123245019;0.15523797679175705;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2606429895102376;0.0;0.0;0.0;0.0;0.0;0.25675889274164854;0.3279581123245019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Bordeaux-style Red Blend";0.0;0.0;0.0;0.39372531669076627;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20427925721209453;0.0;0.0;0.0;0.0;0.0;0.0;0.24055438328782705;0.0;0.30028387731732253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26957869529896894;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2380429017769884;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20796007160681054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29592682176146495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32521830046918937;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1786685928990861;0.0;0.0;0.0;0.26957869529896894;0.0;0.0;0.2380429017769884;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3578126121502058
"Rosé";0.12808079060828387;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27253213743705673;0.41750868406872743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14306865214741327;0.0;0.0;0.0;0.0;0.0;0.0;0.387814203626348;0.0;0.0;0.0;0.0;0.0;0.0;0.07401162935269917;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2790013469741585;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30509209636050644;0.0;0.0;0.3282708005692084;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30509209636050644;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3138025742736488;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16882602764197807;0.0;0.0;0.24478909075796007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"Bordeaux-style Red Blend";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19195801947297303;0.0;0.0;0.0;0.0;0.0;0.0;0.22604518746379995;0.343663595336567;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25331887900870226;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13117158888059838;0.0;0.0;0.0;0.0;0.33623090913969705;0.0;0.07257436758936175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3699775152885854;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17060292981227043;0.0;0.0;0.0;0.3699775152885854;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23347787366066988;0.0;0.30045806506451844;0.0;0.0;0.0;0.0;0.0;0.27807780089626777;0.26319196214880247;0.0;0.0
"Merlot";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2599928012296379;0.2415948332161442;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29208378745679653;0.0;0.0;0.11301124128518544;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18577308609550633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29208378745679653;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.060273835663614696;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20533438786643024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2630710799991009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.258309987643502;0.0;0.1783640772152266;0.1394362765847175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1045591965438736;0.0;0.0;0.0;0.22453618783020746;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15942331300070342;0.0;0.2630710799991009;0.0;0.0;0.0;0.0;0.3072705239667222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4156420668056994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"White Blend";0.10266184670460618;0.0;0.0;0.0;0.0;0.3041255372153764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17362870042016923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.297866603636092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21844534518224787;0.33464981218607;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05932326394051402;0.0;0.0;0.0;0.0;0.0;0.1767572364671691;0.0656445256257226;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2412442268670537;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3108485053338048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28132665553057057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23201064795554227;0.0;0.0;0.0;0.0;0.0;0.25908950043680784;0.0;0.27176850183774726;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22913045193388112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15431272458689058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17210398293944662;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21118398643550415;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
